"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02339V02812","County","UNIT","VALUE"
"HSA10","New House Registrations","1991","1991","26","Monaghan","Number","40"
"HSA10","New House Registrations","1992","1992","-","All Counties","Number","12748"
"HSA10","New House Registrations","1992","1992","01","Carlow","Number","123"
"HSA10","New House Registrations","1992","1992","02","Dublin","Number","5864"
"HSA10","New House Registrations","1992","1992","03","Kildare","Number","932"
"HSA10","New House Registrations","1992","1992","04","Kilkenny","Number","174"
"HSA10","New House Registrations","1992","1992","05","Laois","Number","81"
"HSA10","New House Registrations","1992","1992","06","Longford","Number","16"
"HSA10","New House Registrations","1992","1992","07","Louth","Number","190"
"HSA10","New House Registrations","1992","1992","08","Meath","Number","256"
"HSA10","New House Registrations","1992","1992","09","Offaly","Number","84"
"HSA10","New House Registrations","1992","1992","10","Westmeath","Number","133"
"HSA10","New House Registrations","1992","1992","11","Wexford","Number","255"
"HSA10","New House Registrations","1992","1992","12","Wicklow","Number","315"
"HSA10","New House Registrations","1992","1992","13","Clare","Number","361"
"HSA10","New House Registrations","1992","1992","14","Cork","Number","1303"
"HSA10","New House Registrations","1992","1992","15","Kerry","Number","346"
"HSA10","New House Registrations","1992","1992","16","Limerick","Number","496"
"HSA10","New House Registrations","1992","1992","17","Tipperary","Number","169"
"HSA10","New House Registrations","1992","1992","18","Waterford","Number","368"
"HSA10","New House Registrations","1992","1992","19","Galway","Number","615"
"HSA10","New House Registrations","1992","1992","20","Leitrim","Number","12"
"HSA10","New House Registrations","1992","1992","21","Mayo","Number","215"
"HSA10","New House Registrations","1992","1992","22","Roscommon","Number","44"
"HSA10","New House Registrations","1992","1992","23","Sligo","Number","113"
"HSA10","New House Registrations","1992","1992","24","Cavan","Number","80"
"HSA10","New House Registrations","1992","1992","25","Donegal","Number","156"
"HSA10","New House Registrations","1992","1992","26","Monaghan","Number","47"
"HSA10","New House Registrations","1993","1993","-","All Counties","Number","13666"
"HSA10","New House Registrations","1993","1993","01","Carlow","Number","127"
"HSA10","New House Registrations","1993","1993","02","Dublin","Number","6145"
"HSA10","New House Registrations","1993","1993","03","Kildare","Number","853"
"HSA10","New House Registrations","1993","1993","04","Kilkenny","Number","189"
"HSA10","New House Registrations","1993","1993","05","Laois","Number","150"
"HSA10","New House Registrations","1993","1993","06","Longford","Number","33"
"HSA10","New House Registrations","1993","1993","07","Louth","Number","350"
"HSA10","New House Registrations","1993","1993","08","Meath","Number","383"
"HSA10","New House Registrations","1993","1993","09","Offaly","Number","62"
"HSA10","New House Registrations","1993","1993","10","Westmeath","Number","168"
"HSA10","New House Registrations","1993","1993","11","Wexford","Number","210"
"HSA10","New House Registrations","1993","1993","12","Wicklow","Number","370"
"HSA10","New House Registrations","1993","1993","13","Clare","Number","240"
"HSA10","New House Registrations","1993","1993","14","Cork","Number","1443"
"HSA10","New House Registrations","1993","1993","15","Kerry","Number","403"
"HSA10","New House Registrations","1993","1993","16","Limerick","Number","693"
"HSA10","New House Registrations","1993","1993","17","Tipperary","Number","241"
"HSA10","New House Registrations","1993","1993","18","Waterford","Number","341"
"HSA10","New House Registrations","1993","1993","19","Galway","Number","487"
"HSA10","New House Registrations","1993","1993","20","Leitrim","Number","16"
"HSA10","New House Registrations","1993","1993","21","Mayo","Number","188"
"HSA10","New House Registrations","1993","1993","22","Roscommon","Number","92"
"HSA10","New House Registrations","1993","1993","23","Sligo","Number","134"
"HSA10","New House Registrations","1993","1993","24","Cavan","Number","63"
"HSA10","New House Registrations","1993","1993","25","Donegal","Number","232"
"HSA10","New House Registrations","1993","1993","26","Monaghan","Number","53"
"HSA10","New House Registrations","1994","1994","-","All Counties","Number","17822"
"HSA10","New House Registrations","1994","1994","01","Carlow","Number","110"
"HSA10","New House Registrations","1994","1994","02","Dublin","Number","7830"
"HSA10","New House Registrations","1994","1994","03","Kildare","Number","1385"
"HSA10","New House Registrations","1994","1994","04","Kilkenny","Number","219"
"HSA10","New House Registrations","1994","1994","05","Laois","Number","168"
"HSA10","New House Registrations","1994","1994","06","Longford","Number","14"
"HSA10","New House Registrations","1994","1994","07","Louth","Number","527"
"HSA10","New House Registrations","1994","1994","08","Meath","Number","536"
"HSA10","New House Registrations","1994","1994","09","Offaly","Number","171"
"HSA10","New House Registrations","1994","1994","10","Westmeath","Number","154"
"HSA10","New House Registrations","1994","1994","11","Wexford","Number","267"
"HSA10","New House Registrations","1994","1994","12","Wicklow","Number","329"
"HSA10","New House Registrations","1994","1994","13","Clare","Number","366"
"HSA10","New House Registrations","1994","1994","14","Cork","Number","1966"
"HSA10","New House Registrations","1994","1994","15","Kerry","Number","361"
"HSA10","New House Registrations","1994","1994","16","Limerick","Number","832"
"HSA10","New House Registrations","1994","1994","17","Tipperary","Number","306"
"HSA10","New House Registrations","1994","1994","18","Waterford","Number","560"
"HSA10","New House Registrations","1994","1994","19","Galway","Number","623"
"HSA10","New House Registrations","1994","1994","20","Leitrim","Number","5"
"HSA10","New House Registrations","1994","1994","21","Mayo","Number","397"
"HSA10","New House Registrations","1994","1994","22","Roscommon","Number","54"
"HSA10","New House Registrations","1994","1994","23","Sligo","Number","245"
"HSA10","New House Registrations","1994","1994","24","Cavan","Number","106"
"HSA10","New House Registrations","1994","1994","25","Donegal","Number","241"
"HSA10","New House Registrations","1994","1994","26","Monaghan","Number","50"
"HSA10","New House Registrations","1995","1995","-","All Counties","Number","19727"
"HSA10","New House Registrations","1995","1995","01","Carlow","Number","169"
"HSA10","New House Registrations","1995","1995","02","Dublin","Number","8107"
"HSA10","New House Registrations","1995","1995","03","Kildare","Number","1300"
"HSA10","New House Registrations","1995","1995","04","Kilkenny","Number","304"
"HSA10","New House Registrations","1995","1995","05","Laois","Number","252"
"HSA10","New House Registrations","1995","1995","06","Longford","Number","12"
"HSA10","New House Registrations","1995","1995","07","Louth","Number","586"
"HSA10","New House Registrations","1995","1995","08","Meath","Number","761"
"HSA10","New House Registrations","1995","1995","09","Offaly","Number","116"
"HSA10","New House Registrations","1995","1995","10","Westmeath","Number","328"
"HSA10","New House Registrations","1995","1995","11","Wexford","Number","433"
"HSA10","New House Registrations","1995","1995","12","Wicklow","Number","687"
"HSA10","New House Registrations","1995","1995","13","Clare","Number","455"
"HSA10","New House Registrations","1995","1995","14","Cork","Number","1895"
"HSA10","New House Registrations","1995","1995","15","Kerry","Number","411"
"HSA10","New House Registrations","1995","1995","16","Limerick","Number","767"
"HSA10","New House Registrations","1995","1995","17","Tipperary","Number","458"
"HSA10","New House Registrations","1995","1995","18","Waterford","Number","589"
"HSA10","New House Registrations","1995","1995","19","Galway","Number","929"
"HSA10","New House Registrations","1995","1995","20","Leitrim","Number","12"
"HSA10","New House Registrations","1995","1995","21","Mayo","Number","363"
"HSA10","New House Registrations","1995","1995","22","Roscommon","Number","58"
"HSA10","New House Registrations","1995","1995","23","Sligo","Number","235"
"HSA10","New House Registrations","1995","1995","24","Cavan","Number","76"
"HSA10","New House Registrations","1995","1995","25","Donegal","Number","344"
"HSA10","New House Registrations","1995","1995","26","Monaghan","Number","80"
"HSA10","New House Registrations","1996","1996","-","All Counties","Number","23769"
"HSA10","New House Registrations","1996","1996","01","Carlow","Number","325"
"HSA10","New House Registrations","1996","1996","02","Dublin","Number","8591"
"HSA10","New House Registrations","1996","1996","03","Kildare","Number","1510"
"HSA10","New House Registrations","1996","1996","04","Kilkenny","Number","387"
"HSA10","New House Registrations","1996","1996","05","Laois","Number","193"
"HSA10","New House Registrations","1996","1996","06","Longford","Number","8"
"HSA10","New House Registrations","1996","1996","07","Louth","Number","721"
"HSA10","New House Registrations","1996","1996","08","Meath","Number","872"
"HSA10","New House Registrations","1996","1996","09","Offaly","Number","167"
"HSA10","New House Registrations","1996","1996","10","Westmeath","Number","389"
"HSA10","New House Registrations","1996","1996","11","Wexford","Number","532"
"HSA10","New House Registrations","1996","1996","12","Wicklow","Number","678"
"HSA10","New House Registrations","1996","1996","13","Clare","Number","722"
"HSA10","New House Registrations","1996","1996","14","Cork","Number","2712"
"HSA10","New House Registrations","1996","1996","15","Kerry","Number","575"
"HSA10","New House Registrations","1996","1996","16","Limerick","Number","1236"
"HSA10","New House Registrations","1996","1996","17","Tipperary","Number","480"
"HSA10","New House Registrations","1996","1996","18","Waterford","Number","717"
"HSA10","New House Registrations","1996","1996","19","Galway","Number","1444"
"HSA10","New House Registrations","1996","1996","20","Leitrim","Number","30"
"HSA10","New House Registrations","1996","1996","21","Mayo","Number","448"
"HSA10","New House Registrations","1996","1996","22","Roscommon","Number","100"
"HSA10","New House Registrations","1996","1996","23","Sligo","Number","268"
"HSA10","New House Registrations","1996","1996","24","Cavan","Number","183"
"HSA10","New House Registrations","1996","1996","25","Donegal","Number","389"
"HSA10","New House Registrations","1996","1996","26","Monaghan","Number","92"
"HSA10","New House Registrations","1997","1997","-","All Counties","Number","27080"
"HSA10","New House Registrations","1997","1997","01","Carlow","Number","508"
"HSA10","New House Registrations","1997","1997","02","Dublin","Number","8040"
"HSA10","New House Registrations","1997","1997","03","Kildare","Number","2052"
"HSA10","New House Registrations","1997","1997","04","Kilkenny","Number","450"
"HSA10","New House Registrations","1997","1997","05","Laois","Number","233"
"HSA10","New House Registrations","1997","1997","06","Longford","Number","33"
"HSA10","New House Registrations","1997","1997","07","Louth","Number","841"
"HSA10","New House Registrations","1997","1997","08","Meath","Number","1283"
"HSA10","New House Registrations","1997","1997","09","Offaly","Number","132"
"HSA10","New House Registrations","1997","1997","10","Westmeath","Number","584"
"HSA10","New House Registrations","1997","1997","11","Wexford","Number","916"
"HSA10","New House Registrations","1997","1997","12","Wicklow","Number","1099"
"HSA10","New House Registrations","1997","1997","13","Clare","Number","831"
"HSA10","New House Registrations","1997","1997","14","Cork","Number","3037"
"HSA10","New House Registrations","1997","1997","15","Kerry","Number","837"
"HSA10","New House Registrations","1997","1997","16","Limerick","Number","1543"
"HSA10","New House Registrations","1997","1997","17","Tipperary","Number","664"
"HSA10","New House Registrations","1997","1997","18","Waterford","Number","840"
"HSA10","New House Registrations","1997","1997","19","Galway","Number","1281"
"HSA10","New House Registrations","1997","1997","20","Leitrim","Number","38"
"HSA10","New House Registrations","1997","1997","21","Mayo","Number","576"
"HSA10","New House Registrations","1997","1997","22","Roscommon","Number","86"
"HSA10","New House Registrations","1997","1997","23","Sligo","Number","547"
"HSA10","New House Registrations","1997","1997","24","Cavan","Number","152"
"HSA10","New House Registrations","1997","1997","25","Donegal","Number","425"
"HSA10","New House Registrations","1997","1997","26","Monaghan","Number","52"
"HSA10","New House Registrations","1998","1998","-","All Counties","Number","29067"
"HSA10","New House Registrations","1998","1998","01","Carlow","Number","495"
"HSA10","New House Registrations","1998","1998","02","Dublin","Number","8356"
"HSA10","New House Registrations","1998","1998","03","Kildare","Number","2361"
"HSA10","New House Registrations","1998","1998","04","Kilkenny","Number","511"
"HSA10","New House Registrations","1998","1998","05","Laois","Number","293"
"HSA10","New House Registrations","1998","1998","06","Longford","Number","31"
"HSA10","New House Registrations","1998","1998","07","Louth","Number","1087"
"HSA10","New House Registrations","1998","1998","08","Meath","Number","1139"
"HSA10","New House Registrations","1998","1998","09","Offaly","Number","289"
"HSA10","New House Registrations","1998","1998","10","Westmeath","Number","725"
"HSA10","New House Registrations","1998","1998","11","Wexford","Number","1357"
"HSA10","New House Registrations","1998","1998","12","Wicklow","Number","784"
"HSA10","New House Registrations","1998","1998","13","Clare","Number","801"
"HSA10","New House Registrations","1998","1998","14","Cork","Number","3266"
"HSA10","New House Registrations","1998","1998","15","Kerry","Number","684"
"HSA10","New House Registrations","1998","1998","16","Limerick","Number","1439"
"HSA10","New House Registrations","1998","1998","17","Tipperary","Number","730"
"HSA10","New House Registrations","1998","1998","18","Waterford","Number","893"
"HSA10","New House Registrations","1998","1998","19","Galway","Number","1381"
"HSA10","New House Registrations","1998","1998","20","Leitrim","Number","35"
"HSA10","New House Registrations","1998","1998","21","Mayo","Number","763"
"HSA10","New House Registrations","1998","1998","22","Roscommon","Number","152"
"HSA10","New House Registrations","1998","1998","23","Sligo","Number","472"
"HSA10","New House Registrations","1998","1998","24","Cavan","Number","176"
"HSA10","New House Registrations","1998","1998","25","Donegal","Number","736"
"HSA10","New House Registrations","1998","1998","26","Monaghan","Number","111"
"HSA10","New House Registrations","1999","1999","-","All Counties","Number","33852"
"HSA10","New House Registrations","1999","1999","01","Carlow","Number","529"
"HSA10","New House Registrations","1999","1999","02","Dublin","Number","8956"
"HSA10","New House Registrations","1999","1999","03","Kildare","Number","1972"
"HSA10","New House Registrations","1999","1999","04","Kilkenny","Number","512"
"HSA10","New House Registrations","1999","1999","05","Laois","Number","597"
"HSA10","New House Registrations","1999","1999","06","Longford","Number","42"
"HSA10","New House Registrations","1999","1999","07","Louth","Number","1020"
"HSA10","New House Registrations","1999","1999","08","Meath","Number","2350"
"HSA10","New House Registrations","1999","1999","09","Offaly","Number","431"
"HSA10","New House Registrations","1999","1999","10","Westmeath","Number","928"
"HSA10","New House Registrations","1999","1999","11","Wexford","Number","1640"
"HSA10","New House Registrations","1999","1999","12","Wicklow","Number","689"
"HSA10","New House Registrations","1999","1999","13","Clare","Number","1158"
"HSA10","New House Registrations","1999","1999","14","Cork","Number","4174"
"HSA10","New House Registrations","1999","1999","15","Kerry","Number","727"
"HSA10","New House Registrations","1999","1999","16","Limerick","Number","1543"
"HSA10","New House Registrations","1999","1999","17","Tipperary","Number","1024"
"HSA10","New House Registrations","1999","1999","18","Waterford","Number","919"
"HSA10","New House Registrations","1999","1999","19","Galway","Number","1721"
"HSA10","New House Registrations","1999","1999","20","Leitrim","Number","220"
"HSA10","New House Registrations","1999","1999","21","Mayo","Number","830"
"HSA10","New House Registrations","1999","1999","22","Roscommon","Number","183"
"HSA10","New House Registrations","1999","1999","23","Sligo","Number","391"
"HSA10","New House Registrations","1999","1999","24","Cavan","Number","229"
"HSA10","New House Registrations","1999","1999","25","Donegal","Number","1020"
"HSA10","New House Registrations","1999","1999","26","Monaghan","Number","47"
"HSA10","New House Registrations","2000","2000","-","All Counties","Number","34613"
"HSA10","New House Registrations","2000","2000","01","Carlow","Number","369"
"HSA10","New House Registrations","2000","2000","02","Dublin","Number","8122"
"HSA10","New House Registrations","2000","2000","03","Kildare","Number","2064"
"HSA10","New House Registrations","2000","2000","04","Kilkenny","Number","607"
"HSA10","New House Registrations","2000","2000","05","Laois","Number","809"
"HSA10","New House Registrations","2000","2000","06","Longford","Number","103"
"HSA10","New House Registrations","2000","2000","07","Louth","Number","1298"
"HSA10","New House Registrations","2000","2000","08","Meath","Number","2595"
"HSA10","New House Registrations","2000","2000","09","Offaly","Number","638"
"HSA10","New House Registrations","2000","2000","10","Westmeath","Number","976"
"HSA10","New House Registrations","2000","2000","11","Wexford","Number","1697"
"HSA10","New House Registrations","2000","2000","12","Wicklow","Number","814"
"HSA10","New House Registrations","2000","2000","13","Clare","Number","891"
"HSA10","New House Registrations","2000","2000","14","Cork","Number","4424"
"HSA10","New House Registrations","2000","2000","15","Kerry","Number","739"
"HSA10","New House Registrations","2000","2000","16","Limerick","Number","1381"
"HSA10","New House Registrations","2000","2000","17","Tipperary","Number","1024"
"HSA10","New House Registrations","2000","2000","18","Waterford","Number","1121"
"HSA10","New House Registrations","2000","2000","19","Galway","Number","1831"
"HSA10","New House Registrations","2000","2000","20","Leitrim","Number","259"
"HSA10","New House Registrations","2000","2000","21","Mayo","Number","903"
"HSA10","New House Registrations","2000","2000","22","Roscommon","Number","254"
"HSA10","New House Registrations","2000","2000","23","Sligo","Number","369"
"HSA10","New House Registrations","2000","2000","24","Cavan","Number","270"
"HSA10","New House Registrations","2000","2000","25","Donegal","Number","850"
"HSA10","New House Registrations","2000","2000","26","Monaghan","Number","205"
"HSA10","New House Registrations","2001","2001","-","All Counties","Number","28845"
"HSA10","New House Registrations","2001","2001","01","Carlow","Number","305"
"HSA10","New House Registrations","2001","2001","02","Dublin","Number","8724"
"HSA10","New House Registrations","2001","2001","03","Kildare","Number","1933"
"HSA10","New House Registrations","2001","2001","04","Kilkenny","Number","648"
"HSA10","New House Registrations","2001","2001","05","Laois","Number","346"
"HSA10","New House Registrations","2001","2001","06","Longford","Number","131"
"HSA10","New House Registrations","2001","2001","07","Louth","Number","855"
"HSA10","New House Registrations","2001","2001","08","Meath","Number","1993"
"HSA10","New House Registrations","2001","2001","09","Offaly","Number","399"
"HSA10","New House Registrations","2001","2001","10","Westmeath","Number","777"
"HSA10","New House Registrations","2001","2001","11","Wexford","Number","1049"
"HSA10","New House Registrations","2001","2001","12","Wicklow","Number","978"
"HSA10","New House Registrations","2001","2001","13","Clare","Number","648"
"HSA10","New House Registrations","2001","2001","14","Cork","Number","2957"
"HSA10","New House Registrations","2001","2001","15","Kerry","Number","639"
"HSA10","New House Registrations","2001","2001","16","Limerick","Number","862"
"HSA10","New House Registrations","2001","2001","17","Tipperary","Number","538"
"HSA10","New House Registrations","2001","2001","18","Waterford","Number","881"
"HSA10","New House Registrations","2001","2001","19","Galway","Number","1780"
"HSA10","New House Registrations","2001","2001","20","Leitrim","Number","313"
"HSA10","New House Registrations","2001","2001","21","Mayo","Number","407"
"HSA10","New House Registrations","2001","2001","22","Roscommon","Number","289"
"HSA10","New House Registrations","2001","2001","23","Sligo","Number","335"
"HSA10","New House Registrations","2001","2001","24","Cavan","Number","201"
"HSA10","New House Registrations","2001","2001","25","Donegal","Number","710"
"HSA10","New House Registrations","2001","2001","26","Monaghan","Number","147"
"HSA10","New House Registrations","2002","2002","-","All Counties","Number","51017"
"HSA10","New House Registrations","2002","2002","01","Carlow","Number","429"
"HSA10","New House Registrations","2002","2002","02","Dublin","Number","18243"
"HSA10","New House Registrations","2002","2002","03","Kildare","Number","2192"
"HSA10","New House Registrations","2002","2002","04","Kilkenny","Number","1064"
"HSA10","New House Registrations","2002","2002","05","Laois","Number","821"
"HSA10","New House Registrations","2002","2002","06","Longford","Number","238"
"HSA10","New House Registrations","2002","2002","07","Louth","Number","1340"
"HSA10","New House Registrations","2002","2002","08","Meath","Number","2904"
"HSA10","New House Registrations","2002","2002","09","Offaly","Number","640"
"HSA10","New House Registrations","2002","2002","10","Westmeath","Number","1031"
"HSA10","New House Registrations","2002","2002","11","Wexford","Number","1611"
"HSA10","New House Registrations","2002","2002","12","Wicklow","Number","1345"
"HSA10","New House Registrations","2002","2002","13","Clare","Number","864"
"HSA10","New House Registrations","2002","2002","14","Cork","Number","6004"
"HSA10","New House Registrations","2002","2002","15","Kerry","Number","1561"
"HSA10","New House Registrations","2002","2002","16","Limerick","Number","1824"
"HSA10","New House Registrations","2002","2002","17","Tipperary","Number","1098"
"HSA10","New House Registrations","2002","2002","18","Waterford","Number","1550"
"HSA10","New House Registrations","2002","2002","19","Galway","Number","2941"
"HSA10","New House Registrations","2002","2002","20","Leitrim","Number","213"
"HSA10","New House Registrations","2002","2002","21","Mayo","Number","837"
"HSA10","New House Registrations","2002","2002","22","Roscommon","Number","347"
"HSA10","New House Registrations","2002","2002","23","Sligo","Number","556"
"HSA10","New House Registrations","2002","2002","24","Cavan","Number","370"
"HSA10","New House Registrations","2002","2002","25","Donegal","Number","804"
"HSA10","New House Registrations","2002","2002","26","Monaghan","Number","190"
"HSA10","New House Registrations","2003","2003","-","All Counties","Number","56859"
"HSA10","New House Registrations","2003","2003","01","Carlow","Number","719"
"HSA10","New House Registrations","2003","2003","02","Dublin","Number","16708"
"HSA10","New House Registrations","2003","2003","03","Kildare","Number","3264"
"HSA10","New House Registrations","2003","2003","04","Kilkenny","Number","946"
"HSA10","New House Registrations","2003","2003","05","Laois","Number","1152"
"HSA10","New House Registrations","2003","2003","06","Longford","Number","419"
"HSA10","New House Registrations","2003","2003","07","Louth","Number","1763"
"HSA10","New House Registrations","2003","2003","08","Meath","Number","3615"
"HSA10","New House Registrations","2003","2003","09","Offaly","Number","1220"
"HSA10","New House Registrations","2003","2003","10","Westmeath","Number","1609"
"HSA10","New House Registrations","2003","2003","11","Wexford","Number","1584"
"HSA10","New House Registrations","2003","2003","12","Wicklow","Number","2121"
"HSA10","New House Registrations","2003","2003","13","Clare","Number","1157"
"HSA10","New House Registrations","2003","2003","14","Cork","Number","5827"
"HSA10","New House Registrations","2003","2003","15","Kerry","Number","1272"
"HSA10","New House Registrations","2003","2003","16","Limerick","Number","3197"
"HSA10","New House Registrations","2003","2003","17","Tipperary","Number","1411"
"HSA10","New House Registrations","2003","2003","18","Waterford","Number","1575"
"HSA10","New House Registrations","2003","2003","19","Galway","Number","2811"
"HSA10","New House Registrations","2003","2003","20","Leitrim","Number","516"
"HSA10","New House Registrations","2003","2003","21","Mayo","Number","955"
"HSA10","New House Registrations","2003","2003","22","Roscommon","Number","445"
"HSA10","New House Registrations","2003","2003","23","Sligo","Number","765"
"HSA10","New House Registrations","2003","2003","24","Cavan","Number","572"
"HSA10","New House Registrations","2003","2003","25","Donegal","Number","1078"
"HSA10","New House Registrations","2003","2003","26","Monaghan","Number","158"
"HSA10","New House Registrations","2004","2004","-","All Counties","Number","60782"
"HSA10","New House Registrations","2004","2004","01","Carlow","Number","847"
"HSA10","New House Registrations","2004","2004","02","Dublin","Number","18714"
"HSA10","New House Registrations","2004","2004","03","Kildare","Number","2958"
"HSA10","New House Registrations","2004","2004","04","Kilkenny","Number","1174"
"HSA10","New House Registrations","2004","2004","05","Laois","Number","1568"
"HSA10","New House Registrations","2004","2004","06","Longford","Number","708"
"HSA10","New House Registrations","2004","2004","07","Louth","Number","1453"
"HSA10","New House Registrations","2004","2004","08","Meath","Number","3347"
"HSA10","New House Registrations","2004","2004","09","Offaly","Number","1060"
"HSA10","New House Registrations","2004","2004","10","Westmeath","Number","1260"
"HSA10","New House Registrations","2004","2004","11","Wexford","Number","2152"
"HSA10","New House Registrations","2004","2004","12","Wicklow","Number","1480"
"HSA10","New House Registrations","2004","2004","13","Clare","Number","1478"
"HSA10","New House Registrations","2004","2004","14","Cork","Number","6425"
"HSA10","New House Registrations","2004","2004","15","Kerry","Number","1762"
"HSA10","New House Registrations","2004","2004","16","Limerick","Number","2316"
"HSA10","New House Registrations","2004","2004","17","Tipperary","Number","1885"
"HSA10","New House Registrations","2004","2004","18","Waterford","Number","1771"
"HSA10","New House Registrations","2004","2004","19","Galway","Number","2528"
"HSA10","New House Registrations","2004","2004","20","Leitrim","Number","653"
"HSA10","New House Registrations","2004","2004","21","Mayo","Number","1132"
"HSA10","New House Registrations","2004","2004","22","Roscommon","Number","962"
"HSA10","New House Registrations","2004","2004","23","Sligo","Number","956"
"HSA10","New House Registrations","2004","2004","24","Cavan","Number","1106"
"HSA10","New House Registrations","2004","2004","25","Donegal","Number","913"
"HSA10","New House Registrations","2004","2004","26","Monaghan","Number","174"
"HSA10","New House Registrations","2005","2005","-","All Counties","Number","62284"
"HSA10","New House Registrations","2005","2005","01","Carlow","Number","938"
"HSA10","New House Registrations","2005","2005","02","Dublin","Number","15656"
"HSA10","New House Registrations","2005","2005","03","Kildare","Number","4000"
"HSA10","New House Registrations","2005","2005","04","Kilkenny","Number","1570"
"HSA10","New House Registrations","2005","2005","05","Laois","Number","1946"
"HSA10","New House Registrations","2005","2005","06","Longford","Number","609"
"HSA10","New House Registrations","2005","2005","07","Louth","Number","1523"
"HSA10","New House Registrations","2005","2005","08","Meath","Number","3456"
"HSA10","New House Registrations","2005","2005","09","Offaly","Number","938"
"HSA10","New House Registrations","2005","2005","10","Westmeath","Number","1071"
"HSA10","New House Registrations","2005","2005","11","Wexford","Number","2178"
"HSA10","New House Registrations","2005","2005","12","Wicklow","Number","1436"
"HSA10","New House Registrations","2005","2005","13","Clare","Number","1537"
"HSA10","New House Registrations","2005","2005","14","Cork","Number","7745"
"HSA10","New House Registrations","2005","2005","15","Kerry","Number","2012"
"HSA10","New House Registrations","2005","2005","16","Limerick","Number","2185"
"HSA10","New House Registrations","2005","2005","17","Tipperary","Number","1949"
"HSA10","New House Registrations","2005","2005","18","Waterford","Number","1526"
"HSA10","New House Registrations","2005","2005","19","Galway","Number","2556"
"HSA10","New House Registrations","2005","2005","20","Leitrim","Number","816"
"HSA10","New House Registrations","2005","2005","21","Mayo","Number","1439"
"HSA10","New House Registrations","2005","2005","22","Roscommon","Number","1427"
"HSA10","New House Registrations","2005","2005","23","Sligo","Number","1213"
